ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Downloads;Price
8420443026;La educación de un hada;Didier Van Cauwelaert;2001;Santillana USA Publishing Company;21;89,9
8440682441;El Circulo Magico;Katherine Neville;1998;Ediciones B;0;69,9
843396951X;13 99 Euros;Frederic Beigbeder;2002;Anagrama;1;139
8440616368;Ocho, El;Katherine Neville;1991;Grupo Zeta;1;79,9
8474448174;Mitologia - Guia Ilustrada de Mitos del Mundo;Roy Willis;1997;Debate;6;176
8420483885;El club Dumas (edición en español);Arturo Perez-Reverte;1999;Alfaguara Ediciones, S.A. (Spain);1;199
8434845091;Falso Movimiento (Gran Angular);Alejandro Gandara;1998;Ediciones SM;12;129,9
8484509125;El Ultimo Adios;Mary Higgins Clark;2002;Distribooks;2;149
8484500020;LA Tabla De Flandes;Arturo Perez Reverte;2003;Distribooks;4;69,9
449210073;Patience and Sarah;Isabel Miller;1985;Fawcett Books;7;111,3
446605239;The Notebook;Nicholas Sparks;1998;Warner Books;25;99,9
553295977;Carnal Innocence;Nora Roberts;1992;Bantam Books;2;199
380470845;The Fulfillment;LaVyrle Spencer;1979;Avon;1;199
380715309;Mattimeo (Redwall, Book 3);Brian Jacques;1998;Avon Books;4;164
553291025;If I Should Die;Judith Kelman;1993;Bantam Books;2;249
812549295;The Wood Wife (Tor Fantasy);Terri Windling;1997;Tor Books;0;119
440162041;North and South;John Jakes;1983;Dell Publishing Company;6;69
671739778;Lost Lady;Jude Deveraux;1991;Pocket;3;69
679770232;Italy in Mind: An Anthology (Vintage Departures);Alice Leccese Powers;1997;Vintage Books USA;4;69
312875495;White As Snow (Fairy Tales);Tanith Lee;2001;Tor Books;5;59,9
553130285;Overload;Arthur Hailey;0;Bantam Doubleday Dell;0;0
440212723;Cold Sassy Tree;Olive Ann Burns;1992;Bantam Doubleday Dell;2;109
61054267;Ancient Shores;Jack McDevitt;1996;Eos;6;139
553299743;Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback));Terry C. Johnston;1995;Bantam Books;11;349
671016768;Bloodstream;Tess Gerritsen;1999;Pocket;11;79,9
553276735;No Comebacks: Collected Short Stories;Frederick Forsyth;1983;Bantam Books;15;89,9
786889047;Burning Angel (Dave Robicheaux Mysteries (Paperback));James Lee Burke;1996;Hyperion;1;79,99
380720191;The List of 7;Mark Frost;1994;Avon;6;139,9
380898179;So Worthy My Love;Kathleen E. Woodiwiss;1989;Harpercollins;5;89,9
345314247;Blue Adept (Apprentice Adept (Paperback));Piers Anthony;1982;Ballantine Books;0;250
671646575;Heat and Dust;Ruth Prawer Jhabvala;1987;Touchstone;0;29,95
60955775;Veronika Decides to Die;Paulo Coelho;2001;Perennial;2;29,9
679723374;Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine;Chris Maynard;1989;Villard Books;5;149
716744481;Bold Science: Seven Scientists Who Are Changing Our World;Ted Anton;2001;"Henry Holt &amp; Company";2;39,9
395629497;Treehouses: The Art and Craft of Living Out on a Limb;Peter Nelson;1994;Mariner Books;0;49,9
140259988;Home Tree Home: Principles of Treehouse Construction and Other Tall Tales;Peter Nelson;1997;Penguin Books;2;139
743458036;The Royal Physician's Visit: A Novel;Per Olov Enquist;2002;Washington Square Press;0;89,9
441225691;Falcon;Emma Bull;1989;Ace Books;1;149
671721720;The Honor of the Queen (Honor Harrington Series, Book 2);David Weber;1993;Baen;4;119,9
679745963;The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard);Maj Sjowall;1993;Vintage Books USA;17;149
671875965;The Short Victorious War (Honor Harrington Series, Book 3);David Weber;1994;Baen;14;164
142003409;The Disappearance of Sherlock Holmes;Larry Millett;2003;Penguin Books;17;109
671577727;On Basilisk Station (Honor Harrington Series, Book 1);David Weber;1998;Baen;19;109
451451686;Reaper Man;Terry Pratchett;1992;New Amer Library;2;120
068486780X;Between Silk and Cyanide: A Codemaker's War, 1941-1945;Leo Marks;2000;Free Press;2;27,6
743224574;A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash;Sylvia Nasar;2001;"Simon &amp; Schuster";1;27,6
671010115;"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""";Walter Mosley;1998;Pocket;2;27,6
671004549;You Belong To Me;Mary Higgins Clark;1999;Pocket Books;1;27,6
375509283;The Threatening Storm: The Case for Invading Iraq;Kenneth M. Pollack;2002;Random House;1;27,6
081297106X;Reading Lolita in Tehran: A Memoir in Books;Azar Nafisi;2003;Random House Trade Paperbacks;2;27,6
312422601;Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before;Tony Horwitz;2003;Picador;2;27,6
802139256;Peace Like a River;Leif Enger;2002;Grove Press;2;27,6
553565915;Embraced by the Light;Betty J. Eadie;1994;Bantam Books;1;37,1
055356160X;Cry Wolf;TAMI HOAG;1993;Bantam;2;27,6
439240700;The Power of Two (T*Witches, No 1);H. B. Gilmour;2001;Apple;1;27,6
345317580;Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover);Terry Brooks;1990;Del Rey Books;0;27,6
345335287;The Black Unicorn (Magic Kingdom of Landover Novel);Terry Brooks;1990;Del Rey Books;1;27,6
345362276;Wizard at Large (Rookies Series);Terry Brooks;1989;Del Rey Books;1;27,6
373512066;Sweet Enemy;Diana Palmer;2002;Silhouette;2;59,9
812505042;The Time Machine;H. G. Wells;1995;Tor Books;1;59,9
486270718;The Invisible Man (Dover Thrift Editions);H. G. Wells;1992;Dover Publications;2;89,9
140022651;Journey to the Center of the Earth;Jules Verne;1965;Penguin Books;1;264
1558504184;Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition);Elizabeth Moran;1995;Adams Media Corporation;1;132
590629808;The Message (Animorphs , No 4);K. A. Applegate;1996;Scholastic;1;24
590629778;The Invasion (Animorphs, No 1);K. A. Applegate;1996;Scholastic;1;22,4
059046678X;The Yearbook;Peter Lerangis;1994;Scholastic;1;22,4
671740903;SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT;Lynn Beach;1992;Aladdin;1;22,4
671740881;EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley);Lynn Beach;1991;Aladdin;2;22,4
380570009;How to Talk So Kids Will Listen and Listen So Kids Will Talk;Adele Faber;1991;Back Bay Books;1;22,4
451077237;Farrah : An Unauthorized Biography of Farrah Fawcett-Majors;Patricia Burstein;1977;Signet Books;1;15,6
807842613;Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast;David Stick;1989;University of North Carolina Press;3;13,2
345283554;Han Solo at Stars' End;Daley;1979;Not Avail;1;15,6
345260627;Splinter of the Mind's Eye;Alan Dean Foster;1978;Ballantine Books;1;22,4
345283929;Empire Strikes Back Wars;Donald F Glut;1980;Ballantine Books;1;22,4
068808527X;Close Friends;Peter Jenkins;1989;Harpercollins;1;22,4
929634063;50 Simple Things You Can Do to Save the Earth;Earthworks Group;1989;Pub Group West;1;22,4
898863538;A Hiker's Companion: 12,000 Miles of Trail-Tested Wisdom;Cindy Ross;1993;Mountaineers Books;1;22,4
679023755;Hiking a Celebration of the Sport and the World's Best Places to Enjoy It (Fodor's sports);Cindy Ross;1992;Random House Inc;1;22,4
394707745;Hungry Hikers Book of Good Cooking;Gretchen McHugh;1982;Alfred A. Knopf;1;22,4
042516540X;The Cat Who... Companion;Sharon A. Feaster;1998;Berkley Publishing Group;1;13,2
671695304;FOREVER : A Novel of Good and Evil, Love and Hope;Judy Blume;1989;Pocket;1;13,2
515134384;The Cat Who Went Up the Creek;Lilian Jackson Braun;2003;Jove Books;1;13,2
051512463X;The Cat Who Sang for the Birds (Cat Who... (Paperback));Lilian Jackson Braun;1999;Jove Books;1;13,2
671529714;HIGH TIDE FEAR STREET SUPERCHILLER 12;R.L. Stine;1997;Simon Pulse;1;13,2
671751174;First Evil (Fear Street Cheerleaders 1) : First Evil;R.L. Stine;1992;Simon Pulse;1;13,2
671001868;BODY SWITCHERS FROM OUTER SPACE: R L STINE'S GHOSTS OF FEAR STREET #14 (GHOSTS OF FEAR STREET);R.L. Stine;1996;Aladdin;1;13,2
345375580;The Elf Queen of Shannara (Heritage of Shannara, Book 3);Terry Brooks;1993;Del Rey Books;1;13,2
671802283;JUDY GARLAND;Anne E. Edwards;1975;Pocket;1;22,4
067166865X;STAR TREK YESTERDAY'S SON (Star Trek: The Original Series);A.C. Crispin;1988;Audioworks;2;198
553492411;Perfect Girls (Replica No. 4);Marilyn Kaye;1999;Skylark Books;2;336
590109715;The Andalite Chronicles (Elfangor's Journey, Alloran's Choice, An Alien Dies) - Animorphs;Katherine Applegate;1997;Apple;2;336
590629786;The Visitor (Animorphs, No 2);K. A. Applegate;1996;Scholastic;2;198
590629794;The Encounter (Animorphs , No 3);K. A. Applegate;1996;Scholastic;2;336
439164567;Shipwreck (Island, Book 1);Gordon Korman;2001;Hyperion Books for Children;1;12,6
590448595;Karen's School Trip (Baby-Sitters Little Sister, 24);Ann M. Martin;1992;Scholastic Paperbacks (Mm);1;12,6
590448323;Karen's Doll (Baby-Sitters Little Sister, 23);Ann M. Martin;1991;Scholastic;1;102
590448315;Karen's Pen Pal (Baby-Sitters Little Sister, 25);Ann M. Martin;1992;Scholastic;1;16,8
553295691;The Christie Caper;Carolyn G. Hart;1999;Bantam;0;60
553562754;Southern Ghost;Carolyn G. Hart;1996;Bantam Books;2;33,99
515120618;Montana Sky;Nora Roberts;2000;Jove Books;1;33,99
971766711;A Thousand Country Roads: An Epilogue to The Bridges of Madison County;Robert James Waller;2002;John M. Hardy;2;33,99
201731355;Macromedia Dreamweaver 4: Training from the Source;Khristine Page;2001;Macromedia Press;1;220
380812029;All About Passion (Cynster Novels);Stephanie Laurens;2001;Avon;1;220
1551668424;Fifth Daughter;Elaine Coffman;2001;Mira;1;220
553583077;To Kiss a Spy (Get Connected Romances);JANE FEATHER;2003;Bantam;1;0
804119740;Lady of Desire;Gaelen Foley;2003;Ivy Books;12;176
446611107;The Rogue;Claire Delacroix;2002;Warner Books;0;149
1551669463;The Italian;Elaine Coffman;2002;Mira;3;119
821772252;Scrooge Wore Spurs;Janet Dailey;2002;Kensington Publishing Corporation;2;54,99
60009241;See Jane Score (Avon Romance);Rachel Gibson;2003;Avon;0;14,99
380819619;The Ring on Her Finger (Avon Romance);Elizabeth Bevarly;2002;Avon;2;39,9
1551668521;Reckless Encounter;Rosemary Rogers;2001;Mira;2;44,95
312989202;Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy);Maureen Child;2003;St. Martin's Paperbacks;1;119
451208293;Impostress (Signet Historical Romance);Lisa Jackson;2003;Signet Book;3;199
084395051X;Savage Destiny (Savage);Cassie Edwards;2003;Leisure Books;2;29,9
1551665964;Bride Of Black Douglas (Mira);Elaine Coffman;2000;Mira;23;100
843950676;Texas Bride (Leisure Historical Romance);Leigh Greenwood;2002;Leisure Books;10;149
451208153;The Iron Rose;Marsha Canham;2003;Signet Book;3;79,99
60001453;Love With the Proper Husband (Avon Historical Romance);Victoria Alexander;2003;Avon;2;79,99
60002050;On a Wicked Dawn (Cynster Novels);Stephanie Laurens;2002;Avon Books;4;69,9
373123213;The Italian's Trophy Mistress  (Mistress To A Millionaire);Diana Hamilton;2003;Harlequin;1;89,9
843951346;Seduced by a Rogue;Connie Mason;2003;Leisure Books;5;249
1551666766;Naughty Marietta;Nan Ryan;2003;Mira Books;1;149
1551666855;The Love Knot;Rebecca Brandewyne;2003;Mira;0;99,9
451208412;Racing Moon;Cassie Edwards;2003;Signet Book;1;109
61032093;Breathing Room (Avon Romance);Susan Elizabeth Phillips;2003;Avon Books;3;160
312989431;Deadly Caress (A Francesca Cahill Romance);Brenda Joyce;2003;St. Martin's Paperbacks;12;69,9
446611298;Seduced;Pamela Britton;2003;Warner Forever;1;89,9
843952059;The Very Virile Viking;Sandra Hill;2003;Leisure Books;8;199
380812975;Untie My Heart;Judith Ivory;2002;Avon;0;499
345447174;Midnight Confessions;CANDICE PROCTOR;2002;Ivy Books;2;239
553583565;Stealing Heaven;Madeline Hunter;2002;Bantam Books;2;89,9
804119953;The Ways of Grace;Linda Francis Lee;2002;Ivy Books;1;119,9
843950803;Reckless Embrace (Leisure Historical Romance);Madeline Baker;2002;Leisure Books;0;14,99
553583905;Kingdom Of Moonlight;Josie Litton;2002;Bantam Books;4;119,9
373292228;Married By Midnight (Harlequin Historical, No. 622);Judith Stacy;2002;Harlequin;25;321
60502312;Breaking All the Rules (Avon Light Contemporary Romances);Sue Civil-Brown;2002;Avon;2;344
743436830;River Road (Ross, Joann. Callahan Brothers Trilogy, 2.);JoAnn Ross;2002;Pocket;7;79,99
1551668920;A Season Of Miracles;Heather Graham;2002;Mira;1;219
60001445;Her Highness, My Wife;Victoria Alexander;2002;Avon;3;149
451206754;Must Be Magic;Patricia Rice;2002;Signet Book;1;69,9
440236401;The Temptress (The Bride Quest);Claire Delacroix;2001;Dell Publishing Company;2;54,99
038081479X;Heart of a Warrior;Johanna Lindsey;2002;Avon;2;89,9
843949635;Savage Moon;Cassie Edwards;2002;Leisure Books;2;79,99
843949724;Texas Homecoming (Night Riders);Leigh Greenwood;2002;Leisure Books;0;0
821771205;The Mating Game (Zebra Contemporary Romance);Melanie George;2002;Kensington Publishing Corporation;2;60
312979495;Tempt Me Twice (A Kenyon Family Novel);Barbara Dawson Smith;2001;St. Martin's Paperbacks;1;39,9
440235960;Romancing Riley;Connie Lane;2002;Dell Publishing Company;5;176
380811065;Lady Sophia's Lover;Lisa Kleypas;2002;Avon;2;99,9
440224055;Silent Honor;Danielle Steel;1997;Dell;1;176
140255087;The Snow Leopard (Penguin Nature Classics);Peter Matthiessen;1996;Penguin Books;2;69,9
684866048;Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness;Karen Rauch Carter;2000;Fireside;0;399
688164307;Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends;Emeril Lagasse;1999;Morrow Cookbooks;1;29,9
60392703;Do Less, Achieve More: Discover the Hidden Power of Giving in;Chin-Ning Chu;1998;ReganBooks;3;149
671743228;Success Through a Positive Mental Attitude;W. Stone;1991;Pocket;2;129
385483813;Intellectual Capital: The New Wealth of Organizations;THOMAS A. STEWART;1998;Currency;1;239
1556590415;The Book of Questions;Pablo Neruda;1991;"Consortium Book Sales &amp; Dist";4;99,9
399517405;Italian Light Cooking;Marie Simmons;1992;Perigee Books;1;139
1885171013;Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit;Bettyclare Moffatt;1994;Wildcat Canyon Press;2;79,99
1583940677;Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars;Bob Frissell;2003;Frog Ltd.;2;0
804110867;Other People's Skeletons (Rebecca Schwartz Mysteries);Julie Smith;1994;Ivy Books;6;44,95
446400688;Death and the Joyful Woman;Ellis Peters;1995;Warner Books;1;164
425102319;No Wind of Blame;Georgette Heyer;1994;Berkley Pub Group;0;59,9
039304856X;Iris and Her Friends: A Memoir of Memory and Desire;John Bayley;1999;"W.W. Norton &amp; Company";3;160
399143335;The Cat Who Sang for the Birds;Lilian Jackson Braun;1998;Putnam Pub Group;1;39,9
962455741;Preserving Family Lands, Book I;Stephen J. Small;1998;Landowner Planning Center;11;149
441001866;Martin the Warrior (Redwall, Book 6);Brian Jacques;1996;Ace Books;6;149
441000312;Salamandastron (Redwall, Book 5);Brian Jacques;1994;Ace Books;9;149
515118249;The Cat Who Blew the Whistle;Lilian Jackson Braun;1996;Jove Books;4;139
743456823;The Lives of Dax (Star Trek: Deep Space Nine);Marco Palmieri;2002;Star Trek;1;79,99
312311354;The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945;Wladyslaw Szpilman;2002;Picador;1;0
671743562;Dreams of the Raven (Star Trek, No 34);Carmen Carter;1991;Star Trek;2;49,9
385335830;Diary of a Mad Bride (Summer Display Opportunity);Laura Wolf;2002;Delta;1;169
743262174;Cry, the Beloved Country (Oprah's Book Club);Alan Paton;2003;Scribner;2;176
515130389;Carolina Moon;Nora Roberts;2001;Jove Books;2;99,9
080411935X;Standing in the Rainbow;FANNIE FLAGG;2003;Ballantine Books;1;59,9
142004235;East of Eden (Oprah's Book Club);John Steinbeck;2003;Penguin Books;1;149
515135062;Three Fates;Nora Roberts;2004;Jove Books;3;149
595197124;The Courtship Dance of the Borderline;Anthony, Md. Walker;2001;Writer's Showcase Press;1;159
689859376;The Seeing Stone (The Spiderwick Chronicles, Book 2);Tony DiTerlizzi;2003;"Simon &amp; Schuster Children's Publishing";1;199
1563524317;Down on Ponce: A Novel;Fred Willard;1997;Longstreet Press;2;89,9
8421615386;El Tiempo y la Promesa;Concha Lopez Narvaez;1990;Lectorum Publications;14;99,9
140065008;The Deptford Trilogy (King Penguin S.);Robertson Davies;1983;Penguin Books Ltd;1;149
156881802;Tartuffe, by Moliere;Richard Wilbur;1968;Harvest Books;4;99
6476333;Scorpio Illusion Uk;Robert Ludlum;0;Harpercollins Uk;0;0
3257233027;Richtig leben mit Geri Weibel. Neue Folge.;Martin Suter;2002;Diogenes Verlag;5;308
325723273X;Richtig leben mit Geri Weibel.;Martin Suter;2001;Diogenes Verlag;0;195
743412028;Pay It Forward;Catherine Ryan Hyde;2000;Pocket;1;99,9
3442429439;Die geheime Geschichte.;Donna Tartt;1995;Goldmann;25;199
61056774;The X-Files: Ground Zero;Kevin J. Anderson;1996;HarperEntertainment;11;249
425169693;Here on Earth (Oprah's Book Club);Alice Hoffman;1999;Berkley Publishing Group;5;89,9
452269571;Bastard Out of Carolina;Dorothy Allison;1993;Plume Books;0;703
051513287X;Face the Fire (Three Sisters Island Trilogy);Nora Roberts;2002;Jove Books;0;299
618002219;The Hobbit: or There and Back Again;J.R.R. Tolkien;1999;Houghton Mifflin Company;1;79,9
553576399;Distraction: A Novel;Bruce Sterling;1999;Spectra Books;1;5,99
451458370;Alien Taste (Roc Science Fiction);Wen Spencer;2001;Roc;5;139
441374239;Islands in the Net;Bruce Sterling;1989;Ace Books;5;149
887307884;Dogbert's Top Secret Management Handbook;Scott Adams;1996;HarperCollins Publishers;5;149
252068505;Hollywood Speaks: Deafness and the Film Entertainment Industry;John S. Schuchman;1999;University of Illinois Press;5;99,9
804108447;Druids;MORGAN LLYWELYN;1992;Del Rey;1;120
671721046;The Deed of Paksenarrion;Elizabeth Moon;1992;Baen;2;349
